Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Price_Change,Price_Change_Pct,Return,Minute_Return,Volume_MA_20,Volume_Ratio,Price_Volatility
2022-11-18 09:30:00-05:00,15.862500190734863,15.909990310668945,15.375109672546387,15.54601001739502,13915212,0.0,0.0,NVDA,-0.31649017333984375,-1.9952098946211687,,,,,
2022-11-18 10:30:00-05:00,15.548049926757812,15.566999435424805,15.303998947143555,15.422999382019043,6296372,0.0,0.0,NVDA,-0.12505054473876953,-0.8042844300593646,-0.007912682111894664,-0.007912682111894664,,,
2022-11-18 11:30:00-05:00,15.425000190734863,15.467000007629395,15.139999389648438,15.224000930786133,6353857,0.0,0.0,NVDA,-0.20099925994873047,-1.3030746026795001,-0.012902707592980511,-0.012902707592980511,,,
2022-11-18 12:30:00-05:00,15.224499702453613,15.307001113891602,15.120010375976562,15.300000190734863,5297092,0.0,0.0,NVDA,0.07550048828125,0.49591441266922015,0.004992068792839088,0.004992068792839088,,,
2022-11-18 13:30:00-05:00,15.29900074005127,15.319999694824219,15.172999382019043,15.225990295410156,4766402,0.0,0.0,NVDA,-0.07301044464111328,-0.47722361663777924,-0.00483724800013563,-0.00483724800013563,,,
2022-11-18 14:30:00-05:00,15.224599838256836,15.388040542602539,15.202000617980957,15.38701057434082,4809617,0.0,0.0,NVDA,0.16241073608398438,1.0667652208229064,0.010575356729289664,0.010575356729289664,,,
2022-11-18 15:30:00-05:00,15.388999938964844,15.467999458312988,15.363000869750977,15.407000541687012,4957863,0.0,0.0,NVDA,0.01800060272216797,0.11697058154240786,0.0012991456169872961,0.0012991456169872961,,,
2022-11-21 09:30:00-05:00,15.147000312805176,15.419000625610352,15.079999923706055,15.217000007629395,11419841,0.0,0.0,NVDA,0.06999969482421875,0.4621356927354221,-0.012332091087004837,-0.012332091087004837,,,
2022-11-21 10:30:00-05:00,15.2160005569458,15.47700023651123,15.171000480651855,15.371999740600586,6908533,0.0,0.0,NVDA,0.15599918365478516,1.0252311904889793,0.01018595865765115,0.01018595865765115,,,
2022-11-21 11:30:00-05:00,15.3725004196167,15.456990242004395,15.26300048828125,15.264999389648438,5593758,0.0,0.0,NVDA,-0.10750102996826172,-0.6993073802820047,-0.006960730728451603,-0.006960730728451603,,,
2022-11-21 12:30:00-05:00,15.26300048828125,15.361849784851074,15.20099925994873,15.3410005569458,4308546,0.0,0.0,NVDA,0.07800006866455078,0.5110402029039984,0.004978786134043345,0.004978786134043345,,,
