Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Price_Change,Price_Change_Pct,Return,Minute_Return,Volume_MA_20,Volume_Ratio,Price_Volatility
2025-07-25 09:30:00-04:00,71.0199966430664,71.25,70.57499694824219,70.7699966430664,1470114,0.0,0.0,NVO,-0.25,-0.3520135339578437,,,,,
2025-07-25 10:00:00-04:00,70.76000213623047,71.1050033569336,70.75,70.94000244140625,379874,0.0,0.0,NVO,0.18000030517578125,0.2543814298213788,0.0024022298488621807,0.0024022298488621807,,,
2025-07-25 10:30:00-04:00,70.92070007324219,71.22000122070312,70.80000305175781,71.03500366210938,348987,0.0,0.0,NVO,0.1143035888671875,0.16117098216619738,0.0013391770148527549,0.0013391770148527549,,,
2025-07-25 11:00:00-04:00,71.01000213623047,71.27989959716797,70.87999725341797,71.08999633789062,598672,0.0,0.0,NVO,0.07999420166015625,0.11265201979108502,0.0007741630597055682,0.0007741630597055682,,,
2025-07-25 11:30:00-04:00,71.09500122070312,71.0999984741211,70.91500091552734,71.05999755859375,218420,0.0,0.0,NVO,-0.035003662109375,-0.049235053813012394,-0.00042198313183605674,-0.00042198313183605674,,,
2025-07-25 12:00:00-04:00,71.06999969482422,71.7699966430664,71.06999969482422,71.37999725341797,1235707,0.0,0.0,NVO,0.30999755859375,0.43618623881368335,0.004503232561475334,0.004503232561475334,,,
2025-07-25 12:30:00-04:00,71.38999938964844,71.49140167236328,71.30860137939453,71.32009887695312,156133,0.0,0.0,NVO,-0.0699005126953125,-0.09791359194975435,-0.0008391479233627042,-0.0008391479233627042,,,
2025-07-25 13:00:00-04:00,71.31999969482422,71.41999816894531,71.27999877929688,71.38999938964844,181380,0.0,0.0,NVO,0.06999969482421875,0.09814875928735978,0.0009800955662710997,0.0009800955662710997,,,
2025-07-25 13:30:00-04:00,71.38999938964844,71.63999938964844,71.37999725341797,71.38999938964844,268888,0.0,0.0,NVO,0.0,0.0,0.0,0.0,,,
2025-07-25 14:00:00-04:00,71.38999938964844,71.7300033569336,71.3550033569336,71.51000213623047,467996,0.0,0.0,NVO,0.12000274658203125,0.16809461774478132,0.0016809461774478507,0.0016809461774478507,,,
