Ticker,Latest_Price,Price_Change_1D_Pct,Price_Change_1W_Pct,Avg_Volume,Volatility_Pct,Data_Points,Date_Range_Start,Date_Range_End
NVO,54.369998931884766,-3.066502435414542,-4.496752783362046,7624413.5458167335,2.627616636200892,502,2023-10-18 00:00:00-04:00,2025-10-17 00:00:00-04:00
LLY,802.8300170898438,-2.0198183619742793,-3.678505261462084,3542311.5537848608,2.2625860521364847,502,2023-10-18 00:00:00-04:00,2025-10-17 00:00:00-04:00
AAPL,252.2899932861328,1.9559492412937862,2.8621473850808377,56392248.4063745,1.762963657639664,502,2023-10-18 00:00:00-04:00,2025-10-17 00:00:00-04:00
NVDA,183.22000122070312,0.7755369237354204,0.03275691056681129,322663203.78486055,3.195245371494427,502,2023-10-18 00:00:00-04:00,2025-10-17 00:00:00-04:00
DNA,13.25,-12.367724204449859,-1.9970447383278578,1263185.565737052,6.573650199479494,502,2023-10-18 00:00:00-04:00,2025-10-17 00:00:00-04:00
