Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Price_Change,Price_Change_Pct
2023-10-18 00:00:00-04:00,98.12357743576575,98.5324238802666,97.4616323903177,97.8996810913086,2863700,0.0,0.0,NVO,,-0.22389634445715956,-0.2281779265576899
2023-10-19 00:00:00-04:00,96.14747624470525,96.33243378082383,93.70412658972386,95.06695556640625,5088600,0.0,0.0,NVO,-0.02893498215035384,-1.0805206782989956,-1.123815954928405
2023-10-20 00:00:00-04:00,94.91120122514019,95.62182169185765,93.50943341507863,93.73332977294922,3945000,0.0,0.0,NVO,-0.014028279179777337,-1.1778714521909706,-1.2410247020232368
2023-10-23 00:00:00-04:00,94.50235909088536,95.32005206638112,93.77227289412664,94.54129791259766,2622700,0.0,0.0,NVO,0.00861985956975575,0.03893882171229279,0.04120407372565622
2023-10-24 00:00:00-04:00,93.79173146453846,95.11562159487369,93.68465156967163,94.9306640625,3225800,0.0,0.0,NVO,0.004118476882582156,1.1389325979615421,1.2143209003366775
2023-10-25 00:00:00-04:00,95.66075632013482,95.9625303280636,93.9377561843474,94.84306335449219,2829200,0.0,0.0,NVO,-0.0009227862132107356,-0.8176929656426353,-0.854784132069972
2023-10-26 00:00:00-04:00,93.45102561665465,93.65544884397265,92.06873097851182,92.6722640991211,3348000,0.0,0.0,NVO,-0.02288832918921402,-0.7787615175335532,-0.8333365122477199
2023-10-27 00:00:00-04:00,91.28023038342667,91.99085080559878,90.47227405777132,91.01740264892578,3297100,0.0,0.0,NVO,-0.017857138446788046,-0.26282773450088825,-0.28793500344693335
2023-10-30 00:00:00-04:00,94.15191145331696,94.82359309047504,93.37314991960264,93.84040832519531,4095400,0.0,0.0,NVO,0.031016108943016985,-0.31150312812164316,-0.33085162405448854
2023-10-31 00:00:00-04:00,94.1324354815785,94.22004967920965,93.11031935468279,94.00588989257812,3190000,0.0,0.0,NVO,0.0017634361394651688,-0.12654558900037216,-0.13443356517120694
2023-11-01 00:00:00-04:00,94.82359802037867,95.51474538974337,94.42448067122426,95.08642578125,3119200,0.0,0.0,NVO,0.011494342427975646,0.26282776087133186,0.27717547779071533
2023-11-02 00:00:00-04:00,98.59083509327803,99.53508106033239,97.63685999127921,98.25012969970703,5377700,0.0,0.0,NVO,0.03327187758361272,-0.3407053935709996,-0.34557511684392767
2023-11-03 00:00:00-04:00,96.05986855886869,96.21561640873693,94.22005205720166,95.56340789794922,4448300,0.0,0.0,NVO,-0.027345732875565076,-0.4964606609194675,-0.5168242142817631
2023-11-06 00:00:00-05:00,97.17933086143425,98.80498749392208,96.76074785872217,98.3961410522461,3732700,0.0,0.0,NVO,0.029642445959251473,1.2168101908118416,1.252128595685499
2023-11-07 00:00:00-05:00,98.08464494372649,99.29171865968745,97.88995084320341,98.98995208740234,4359500,0.0,0.0,NVO,0.006034901661854386,0.9053071436758557,0.9229855949371608
2023-11-08 00:00:00-05:00,99.27225000073547,100.50852593817896,96.78995413758743,99.05809020996094,7718200,0.0,0.0,NVO,0.0006883337260172873,-0.21415979077453073,-0.21572976413141046
2023-11-09 00:00:00-05:00,98.19172379735392,98.95101221426226,97.10145912648885,97.3740234375,4482900,0.0,0.0,NVO,-0.017000799923473475,-0.8177003598539159,-0.8327589416206495
2023-11-10 00:00:00-05:00,97.5395081539074,98.71738702943767,95.9041148559425,98.50322723388672,5638600,0.0,0.0,NVO,0.011596560936105282,0.9637190799793132,0.9880294643875613
2023-11-13 00:00:00-05:00,96.80942279885043,99.26251647963302,95.1740294872689,98.10411071777344,8415000,0.0,0.0,NVO,-0.004051811573296149,1.2946879189230032,1.3373573372223195
2023-11-14 00:00:00-05:00,97.05277938186659,97.14039357893574,95.89438111214852,96.56605529785156,5477000,0.0,0.0,NVO,-0.015677787695834278,-0.4867240840150231,-0.5015045288913828
2023-11-15 00:00:00-05:00,95.68996452152315,96.18641777432323,93.4510306091181,93.86961364746094,7039300,0.0,0.0,NVO,-0.02792328672920963,-1.820350874062214,-1.902342511217851
2023-11-16 00:00:00-05:00,96.33243340461594,96.98464191904858,95.50500391633958,96.88729858398438,5080600,0.0,0.0,NVO,0.032147622849037605,0.5548651793684343,0.5759899960565587
2023-11-17 00:00:00-05:00,98.56163196730624,99.00941725588987,97.8802211861617,98.69791412353516,3806800,0.0,0.0,NVO,0.018687852443127984,0.1362821562289156,0.13827100212192264
2023-11-20 00:00:00-05:00,98.80499715416724,100.98551914978388,98.79526059217919,100.8395004272461,4618300,0.0,0.0,NVO,0.021698394770840013,2.0345032730788546,2.0591096925030845
2023-11-21 00:00:00-05:00,100.61561190031762,100.86871052529575,99.15543952261582,100.05101013183594,4088000,0.0,0.0,NVO,-0.007819260231054392,-0.5646017684816798,-0.5611472790535178
2023-11-22 00:00:00-05:00,100.32357067139596,100.95631349657361,99.4280000959429,100.51826477050781,2692000,0.0,0.0,NVO,0.004670164129839227,0.19469409911185664,0.1940661579416525
2023-11-24 00:00:00-05:00,101.46251532904584,102.88374889632698,101.38463768586914,102.65011596679688,4598700,0.0,0.0,NVO,0.02120859528520791,1.1876006377510322,1.170482156784315
2023-11-27 00:00:00-05:00,102.09524552037732,102.64038156783737,100.93684720151816,101.11206817626953,4746000,0.0,0.0,NVO,-0.014983400418415838,-0.9831773441077871,-0.9630001270838353
2023-11-28 00:00:00-05:00,99.16517415225132,99.53508180707206,98.34747377472573,98.73685455322266,5147700,0.0,0.0,NVO,-0.023490901391772012,-0.42831959902866856,-0.43192542411215495
2023-11-29 00:00:00-05:00,98.85367640077853,99.59349175072823,98.18199470694583,99.2917251586914,2664600,0.0,0.0,NVO,0.0056196909247261395,0.4380487579128811,0.44312844383947597
2023-11-30 00:00:00-05:00,98.79525804734317,99.28198215871795,98.32800705944288,99.1359634399414,2671100,0.0,0.0,NVO,-0.0015687280939177262,0.3407053925982382,0.3448600664972913
2023-12-01 00:00:00-05:00,98.41561028454223,99.05808965325511,97.64658532509208,97.73419952392578,4567500,0.0,0.0,NVO,-0.014139812308021193,-0.6814107606164441,-0.692380770333414
2023-12-04 00:00:00-05:00,97.89968919367037,98.4642909552724,96.93597751563978,98.24039459228516,2988000,0.0,0.0,NVO,0.005179303363869625,0.3407053986147872,0.34801479087516374
2023-12-05 00:00:00-05:00,96.73155084271932,97.22800408015473,96.28376555946086,96.9846420288086,2846000,0.0,0.0,NVO,-0.012782446250222734,0.2530911860892786,0.2616428496021864
2023-12-06 00:00:00-05:00,96.61473745156479,96.62447401343746,94.99880981445312,94.99880981445312,3082100,0.0,0.0,NVO,-0.020475738970770152,-1.6159276371116675,-1.6725477703872762
2023-12-07 00:00:00-05:00,94.69703905103265,94.71651217391701,93.19792794220977,94.23951721191406,3424800,0.0,0.0,NVO,-0.00799265384505421,-0.45752183911858424,-0.48314270826569744
2023-12-08 00:00:00-05:00,93.84041015060058,94.47315298069917,93.66518917344744,94.07403564453125,3599800,0.0,0.0,NVO,-0.0017559679026230013,0.2336254939306741,0.24896043565425413
2023-12-11 00:00:00-05:00,93.86961857001319,94.51209057719558,92.21475945359032,94.08377838134766,5039600,0.0,0.0,NVO,0.00010356456752025345,0.2141598113344685,0.22814603339922618
2023-12-12 00:00:00-05:00,92.5262604192212,93.77227300824781,92.4386462135567,93.65545654296875,3642400,0.0,0.0,NVO,-0.004552557792086076,1.1291961237475476,1.2204060972867017
2023-12-13 00:00:00-05:00,94.3563383682678,96.30323485173412,94.26872416456506,96.27403259277344,5528200,0.0,0.0,NVO,0.02795967417662726,1.917694224505638,2.032395764469981
2023-12-14 00:00:00-05:00,95.90412381113083,96.10855449093339,94.38554683079995,95.39793395996094,5689000,0.0,0.0,NVO,-0.009100051272582288,-0.5061898511698928,-0.5278082224772314
2023-12-15 00:00:00-05:00,94.94039543415774,94.94039543415774,93.96694729899473,94.52181243896484,5231000,0.0,0.0,NVO,-0.00918386263337534,-0.4185829951928923,-0.440890300992252
2023-12-18 00:00:00-05:00,96.8775613136187,97.15013304735275,95.90411311645813,96.3519058227539,4724300,0.0,0.0,NVO,0.01936159851960939,-0.5256554908647928,-0.5425977736610285
