Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Daily_Return,Price_Change,Price_Change_Pct
2023-10-18 00:00:00-04:00,173.87689630601963,175.85749653944856,173.4114540423014,174.13436889648438,54764400,0.0,0.0,AAPL,,0.2574725904647437,0.1480775168723954
2023-10-19 00:00:00-04:00,174.33241738277906,176.11496052795673,173.4906713911534,173.758056640625,59302900,0.0,0.0,AAPL,-0.002161045279252538,-0.574360742154056,-0.3294629597735347
2023-10-20 00:00:00-04:00,173.60948564320893,173.718419244541,170.96538653172513,171.20306396484375,64244000,0.0,0.0,AAPL,-0.01470431199092892,-2.4064216783651773,-1.3861118644811268
2023-10-23 00:00:00-04:00,169.25219112217718,172.32211231863303,168.2816861592976,171.32191467285156,55980100,0.0,0.0,AAPL,0.000694209001027124,2.0697235506743823,1.2228636669053943
2023-10-24 00:00:00-04:00,171.3714282347356,171.98540943587548,169.78694209599936,171.7576446533203,43816600,0.0,0.0,AAPL,0.002543340595397847,0.38621641858472344,0.2253680339617083
2023-10-25 00:00:00-04:00,170.2127862637829,171.38133313025827,168.99470625930118,169.4403533935547,57157000,0.0,0.0,AAPL,-0.013491633891713484,-0.772432870228215,-0.4538042571203535
2023-10-26 00:00:00-04:00,168.71743481214864,169.71764765287952,164.06302704400315,165.2711944580078,70625300,0.0,0.0,AAPL,-0.02460546647859785,-3.4462403541408264,-2.0426106869025706
2023-10-27 00:00:00-04:00,165.2910117543283,167.32113020792602,165.21178592419773,166.5883026123047,58499100,0.0,0.0,AAPL,0.007969375175245874,1.2972908579763782,0.7848526330666661
2023-10-30 00:00:00-04:00,167.3805285943209,169.50966778359705,167.23197451155576,168.63819885253906,51131000,0.0,0.0,AAPL,0.012305163136243857,1.2576702582181554,0.7513838489937874
2023-10-31 00:00:00-04:00,167.70733154956028,169.24228464861295,166.27138428536674,169.11355590820312,44846000,0.0,0.0,AAPL,0.0028187982254228583,1.4062243586428451,0.8384990361779637
2023-11-01 00:00:00-04:00,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900,0.0,0.0,AAPL,0.018738564720501394,2.941192362711689,1.7368428191246323
2023-11-02 00:00:00-04:00,173.8174769968696,176.05554977286621,173.75806140886317,175.84759521484375,77334800,0.0,0.0,AAPL,0.020693302969716942,2.030118217974149,1.167959777721725
2023-11-03 00:00:00-04:00,172.5498964006483,175.10487249469713,171.66852990822986,174.93650817871094,79829200,0.0,0.0,AAPL,-0.005181117404646218,2.386611778062644,1.3831429794203443
2023-11-06 00:00:00-05:00,174.66913933099835,177.68954259678722,174.50079012453784,177.49148559570312,63841300,0.0,0.0,AAPL,0.014605169861868328,2.822346264704777,1.6158242237379008
2023-11-07 00:00:00-05:00,177.4419442386158,180.67033186387974,177.23398970359145,180.0563507080078,70530000,0.0,0.0,AAPL,0.01445063746971531,2.6144064693920086,1.4733869607944976
